address,version,token0,token1,decimals0,decimals1,fee
0xEe761Fb71ed04A4cF56926d46aFdAF2763e9d4BE,3,0x0D6ae2a429df13e44A07Cd2969E085e4833f64A0,0x187Ae45f2D361CbCE37c6A8622119c91148F261b,18,18,10000
0x969521159e8Af878E6B69e2e0488894874cc5923,3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x17d8fDAEBc3AC0563ed13B08779db98561F830C1,18,18,3000
0x6236E605FeEBE30f6DA55f0Ff2F19578D5C82A14,3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xdF450A1c8991bd8AD5f337620Adb29D0743A8EAe,18,18,10000
0xEBE067c4603eA6C7065Cd8aAbF7cC1E3E5d94D3A,3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x425CDB7a982dDEdCb044262E45ce317568aFdaB4,18,18,10000
0x3FD32361FC0818e22d43853480a54804154456f3,3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x733d80Befa09a92CcE2D917A92EbD7529095F2A6,18,18,10000
0x778c31A38ffE1ce7A6f1CF34AB281e1646FccD88,3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x83E3FaFA9CEa0Fbd4058b0bE10a923Ffd7283316,18,6,10000
0xdA188693321D61b932C8695D426ef4b5eb62603E,3,0x6ec7Bd5aa7A95cc8f90987305d8853ab4a128e84,0xF0694732b647e162D19AE44878dA64e18E6DaecD,18,6,3000
0x6F1904e8eA89b562cc0c3988Ca69B44EE844C33c,3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x299Bab314C037924b3E4a604A9fA75F412BE9eB8,18,4,3000
0x3A710a0f2E25935d24dEC405C814b140B11f3b8f,3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xA7f411882237A037BF6E799bB1eEEC959E2a3872,18,18,10000
0x51ba38e25185Dba7Fa0c84A63E9F4e1ab3B0ecd4,3,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,0xDC3326e71D45186F113a2F448984CA0e8D201995,6,6,3000
